zinc_id,SMILES
ZINC000095913522,COc1ccc(/C=C\C(=O)O[C@@]2(C)C[C@@H](O)[C@]3(O)C=CO[C@@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@H]23)cc1
ZINC000085530466,C[C@@H](CC[C@]1(C)O[C@H]2CC(=O)OC[C@@]23[C@@H]1C(=O)[C@@H](O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321)C1CCCC1
ZINC000095915119,COc1cc(O[C@H]2O[C@@H](COC(=O)/C=C\c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)ccc1C(C)=O
ZINC000150349851,CCCCC[C+]1C=C(C[C@@H](Cc2ccc(O)c(OC)c2)C(=O)C[C@@H](O)[C@H](Cc2cnc[cH-]2)Cc2ccc(O)c(OC)c2Cc2c(CC)ccc3ccccc23)C=N1
ZINC000150344641,C/C=C1/C[C@@H](c2cccc(CO)c2)C#C[C@H]2CC(=O)Oc3cc(O)c(cc32)C[C@H]([C@]2(O)CC[C@@H]3C=C[C@H]4CC(=O)C[C@@H]3[C@H]42)OC1=O
ZINC000070454099,CC1=CC[C@@H]2C[C@H]3[C@@H](C)CC[C@]13C2(C)C
ZINC000085505084,O=C(O)[C@H]1[C@@H](C[C@]23CCCC[C@H]2CNc2ccccc23)c2cc(O)c3c(c2N1C(=O)/C=C/c1ccc(O)c(CC2=N[CH+]N=C2)c1)CC[C@@]1(O3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000059588530,CC1=C2C(=O)O[C@@H](c3ccoc3)[C@]2(C)CC[C@H]1CO
ZINC000040395299,CC(=O)O[C@H]1[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](C)[C@H](O)[C@H]1O
ZINC000085505515,NC[C@H]1C=C[C@H](C(=O)O)[C@@H]2[C@@H]1[C@@H](C[C@@H](C/C=C\CCC1CCCCC1)CCc1cccc(CO)c1)C=C[C@@H]2[C@@]1(c2ccccc2)CCC[C@H](Cc2cccc(O)c2)C1
ZINC000070455610,C#CC#CC#CC#CC#CC#CC#CC(=O)O[C@H]1C(C)=C[C@@]23C[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C
ZINC000085541365,CC(=O)OC[C@@]12[C@@H](OC(=O)/C=C\c3ccccc3)CC[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@H](OC(=O)c1cccnc1)[C@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O
ZINC000095913532,CO[C@@H]1CC[C@]2(CC[C@]3(O2)[C@]24CCC[C@](C)(C(=O)OC2)[C@@H]4[C@H](OC(C)=O)C[C@@]32CO2)O1
ZINC000103578297,CN1CC[C@]23c4ccccc4N[C@@H]1[C@]21CCN(C)[C@H]3Nc2ccccc21
ZINC000033832243,C=C1C(c2cc3c(cc2C(=O)OC)OCO3)=[N+](C)CCc2ccc3c(c21)OCO3
ZINC000085569450,CC(C)Cc1cc(-c2oc3cc(O)cc(OCc4cccc(O)c4)c3c(=O)c2O)cc(Cc2ccccc2)c1O
ZINC000059588471,CCc1cc(=O)c2c(O)cc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1
ZINC000523041488,CC(=O)OC[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NCc1ccccc1
ZINC000059586629,CC1(C)CC[C@@]2(C(=O)O)[C@@H](C1)C1=CC[C@H]3[C@@]4(C)CC[C@H](O)[C@@](C)(O)[C@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O
ZINC000525915087,C=C1[C@H](OC(=O)/C(C)=C/C)[C@@]23CC[C@H]4[C@]5(CCC[C@@]4(C)C(=O)O)O[C@]25CC[C@@H]1C3
ZINC000015263542,C=CC(C)(C)c1cc2cc(CC=C(C)C)c(OC)cc2oc1=O
ZINC000014644872,COc1cc2oc(-c3ccc4c(c3)OCO4)cc(=O)c2c(O)c1OC
ZINC000035079140,O=C(/C=C/C=C\CC/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
ZINC000049785948,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)cc1
ZINC000095910263,C[C@@H]1O[C@H](OC[C@@H]2O[C@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000085511192,Cc1c(C(=O)CCc2ccccc2)c(O)c2c(O[C@@H]3O[C@H](CO)[C@]4(CC[C@@H](C)[C@@H]5CCOC[C@@]5(CCCO)CSSCO4)[C@H](O)[C@H]3O)cc(C(=O)O)cc2c1O
ZINC000085567198,CCOC(=O)[C@@H]1Cc2c(O[C@@H]3O[C@H](C(O)O)[C@@H](O)[C@H](O)[C@H]3O)c(OCCNC)c3occ4c3c2[C@@H](C1)C[C@H]1C(=O)NC[C@H]41
ZINC000095098940,C[C@H]1CC[C@]2(C(=O)O)CC[C@@H]3[C@](O)(C=C[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]2[C@H]1C
ZINC000085644743,COc1cc([C@@H](O)[C@@H](CO)c2cc(C[C@H]3C(=O)OC[C@@H]3Cc3ccc(OC)c(OC)c3)cc(OC)c2O)ccc1O
ZINC000085625796,COc1cc(CC[C@@H](O)[C@@H](Cc2ccnc(Nc3ccc4cc(O)ccc4c3)c2)C(=O)CCc2cc(O)c(O)c(OC3CCCCC3)c2)ccc1O
ZINC000095914518,C/C=C/C#CC#C[C@H](O)[C@H](/C=C/CCCO)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000085510832,CC[C@](Cc1cc(O)c(O)c(CCO)c1)(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O
ZINC000085594568,C/C=C(\C)C(=O)O[C@]1(C)CC2=C3CSS[C@@H]4C[C@H](C#CC2)[C@H](NC)[C@@H]2CN(C(=O)Cc5cnc(N)cc5[C@@H]3[C@]13Cc1cc5ccc(=O)oc5cc1O3)[C@@H]24
ZINC000085567430,CCNCOc1cc(OC)c2c3c1[C@H](O)Nc1cc4c(c(c1-3)CC2)[C@@H](O)[C@H](c1cc(OC)c(O)c(OC[C@H](CO)C2(c3ccccc3)CCCCC2)c1)CO4
ZINC000085594215,CCOC(=O)CCc1cc2ccoc2c2c1O[C@@H]1O[C@@](CO)(CSSC3(CCCC3)[C@H](CCC(C)C)NCCO2)[C@]2(O)C[C@@H]3C=C[C@@H](O)[C@@H](CO)[C@H]3[C@@]1(O)[C@H]2O
ZINC000095911565,O=C(O)/C=C\c1ccc(O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000095910145,COc1cc2c3c4c1Oc1cc5c(cc1O4)[C@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)NCC5
ZINC000523041989,C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)O)CCC[C@@]4(C)C2=C[C@@H](O)[C@@H]1C3
ZINC000095910821,O=C(/C=C\c1ccc(O)c(O)c1)OC[C@@]1(O)CO[C@@H](OC[C@@H]2O[C@H](OCCc3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O
ZINC000095099223,CO[C@H]1[C@H](O)[C@@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O
ZINC000085646277,COc1cc(-c2oc3cc(O[C@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
ZINC000085594314,CCOC(=O)CCc1cc2ccoc2c(OCCNCCCC(C)C)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000085543424,C[C@H]1CC=C[C@]2(C1)C[C@]1(CC[C@@]3(CCC4(CCCC4)C3)C1)C[C@@H]1[C@@H]3Cc4cc(O)cc(c4)Cc4ccccc4CN[C@@H](C)CSSC[C@H](C3)C[C@@H]12
ZINC000085541877,CC(=O)O[C@@H]1C[C@]2(C)C=C[C@@](O)(CC[C@H](C)CCCc3ccccc3)[C@]3([C@@H]1C(C)(C)CC[C@H]3O)[C@@]2(O)CCC1=CC(=O)OC1
ZINC000150348483,O=C1CCc2cc(c(O)c(OC3CCCC3)c2)Cc2ccc3c(c2)[C@H](C=C[C@H]3[C@H](O)Cc2ccccc2)[c-]2ccnc2NCC2=Cc3nc[cH-]c3[C@H](C[C@]3(O)C=Cc4c(O)cccc4CC3)[C@@H]2C(=O)[C@H]1CCO
ZINC000036443613,C=C([C@H](CC=C(C)C)OC(=O)/C(C)=C\C)[C@H]1[C@H](O)[C@H]2O[C@@]2(C)C(=O)[C@@H]1OC(C)=O
ZINC000070450980,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@@](C)(C(=O)O)[C@H]5CC[C@]43C)[C@H]12
ZINC000085567194,CCOC(=O)[C@H]1Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@]3(O)CCO)c(OC3CCCCC3)c3occ4c3c2[C@@H](C1)C[C@H]1C(=O)NC[C@H]41
ZINC000523041977,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)[C@@]3(CO)O[C@H]3C)[C@@H]12
ZINC000103524720,CNCCNC(=N)N1C=C[C@H](CNC)[C@@]2(C1)[C@@H]1CC[C@@H](C)[C@]23C[C@](O)(C=O)C(C(=O)O)=C3C1
ZINC000150348445,CNC[C@@H]1C#C[C@@H]2Nc3ncc[c-]3Cc3cc(ccc3C3(CCCC3)[C@H]1O)Cc1cc(cc(OC3CCCC3)c1O)CCC(=O)[C@H](CCO)C(=O)[C@H]1C2=Cc2nc[cH-]c2[C@@H]1C[C@@]1(O)C=Cc2c(O)cccc2CC1
ZINC000101639506,C=C1C(=O)O[C@H]2/C=C(/C)[C@@H](OC(C)=O)C/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12
ZINC000095918583,C=C(CC/C=C(\C)C(=O)O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@H]1[C@@](C)(CCC(=O)OC)[C@H](C(=C)C)CC[C@]12C
ZINC000085530924,CC1=C[C@@H](c2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O)[C@H](C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)[C@H](c2ccc(O)cc2O)C1
ZINC000085630155,CCCC[C@H](/C=C/C(=O)CCc1ccc(O)c(OC)c1)CCC(C)C
ZINC000085488387,CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)[C@@H]3[C@]4(CO4)[C@@H](OC(C)=O)C[C@H](OC(C)=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C(=C1C)C2(C)C
ZINC000059200967,CCCCCCC[C@H](O)CCCCCCCC(=O)O
ZINC000103566850,COc1cc(C(=O)CC(=O)c2ccccc2)c(OC)c2c1OC(C)(C)C=C2
ZINC000085549689,CC1=C2C[C@H]3C[C@H](CO)[C@@H](C4CCCC4)[C@]2(CC1=O)C3(C)C
ZINC000085626675,COc1cc2cc(c1OCNC1CCCCC1)CC#Cc1c(ccc(O)c1OC)CCC(=O)C[C@H](O)CC2
ZINC000095918805,COc1cc(C[C@@H]2COC(=O)[C@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(OC)c2)ccc1O
ZINC000238755296,C=C(CO)C(=O)O[C@H]1CC(=C)[C@@H]2CC(=O)C(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12
ZINC000085624571,CC[C@H]1CC[C@]2(C3=C[CH+]N=C3)CSSC[C@@H](c3ccc(O)c(OC)c3)CC(=O)C[C@H](OC(C)=O)[C@@H]2C1
ZINC000085643210,CC1(C)Oc2cc3oc(CO)cc(=O)c3c(O)c2C[C@@H]1OC=C=O
ZINC000085592668,CCCCC[C@H](CCCO)OC(=O)[C@]12O[C@@]1(C/C(CO)=C(\C)CCc1ccnc(N)c1)C(=O)c1ccccc1C2=O
ZINC000085592400,CC1=C[C@@H]2C(=O)c3cccc4c3C(=O)[C@]2(CSS[C@H]2Nc3nccc5c3C3=C2CC=C3[C@@H]2CCC[C@]52C[C@@]2(O)[C@@H](O)[C@H](O4)O[C@H](CO)[C@H]2O)C(O)=C1
ZINC000085567239,CCOC(=O)[C@@H]1Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@]3(O)CCO)c(OCCCC(C)C)c3occ4c3c2[C@@H](C1)C[C@H]1C(=O)NC[C@H]41
ZINC000085643397,COc1cc(C(=O)OC[C@@]2(O)CO[C@@H](O[C@H]3[C@H](Oc4cc(OC)c(OC)c(OC)c4)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H]2O)cc(OC)c1O
ZINC000095909868,CC(C)=CCc1cc(C(=O)/C=C\c2ccc(O)c(O)c2)c(O)cc1O
ZINC000014682959,Cc1cc2c(c(CO)c1CCO)C(=O)[C@@H](C)[C@@H]2O
ZINC000085907607,CCc1c(C)ccc2c1CC[C@@H]1C(C)(C)CCC[C@]21C
ZINC000085531507,CCCCCCC[C@@H](CCC)c1ccccc1
ZINC000085629816,CCCCC/C=C/C(=O)CCc1ccc(O)c(OCCc2ccc(O)c([C@H](CC(=O)[c-]3ccnc3)c3ccc(C(N)N)cc3)c2)c1
ZINC000085851347,C=C(C)CC/C=C(/C)c1ccc(C)cc1
ZINC000095912624,CCN1[C@@H]2[C@@H]3C[C@H]4[C@@]2([C@@H]2CC[C@@]4(C)[C@H]1O2)[C@@H]1C[C@@H]2[C@@H](OC)C[C@@]3(O)[C@H]1[C@H]2O
ZINC000095914410,O=c1cc(-c2ccc(O)cc2)oc2c3c(cc(O)c12)O[C@]1(C3)[C@@H](O)[C@H](O)[C@@H](CO)[C@H]1O
ZINC000085644965,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1
ZINC000014646516,COc1ccc(C[C@H](C)[C@H](C)C(=O)c2ccc3c(c2)OCO3)cc1OC
ZINC000014650332,CC(=O)Oc1cc2oc(=O)ccc2cc1C[C@@H](O)C(C)(C)O
ZINC000015115113,C=C(C)[C@@H](O)Cc1c(OC)cc(OC)c2c1O[C@H](c1ccccc1)CC2=O
ZINC000150351532,CCc1cc(O)cc(COc2c(O[C@@H]3O[C@H](C(=O)O)[C@]4(O)[C@@H](C5=NC=N[CH+]5)C=C[C@@]3(O)[C@@H]4O)cc3[o+]c(-c4ccc(OC[C@H](O)[C+]5C=CC(N)=N5)cc4)[cH-]c(=O)c3c2O)c1
ZINC000085597033,CNC[C@]1(Oc2cc(CC/C=C/C(=O)CCc3ccc(O)c(OC)c3)cc(NC(=N)NC)c2O)CC[C@@H](CC2(C(=O)O)CCCCC2)C1
ZINC000085624963,CCC/C=C/C(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CC[C@H](N=C(N)N)CC[C@@H]1[C@@H]2[C@@H](CC(C)C)CC[C@H]1OC
ZINC000103580496,CCO[C@]12C[C@H]3C4=CCO[C@H]5CC(=O)N6c7ccccc7[C@@]1(CCN42)[C@@H]6[C@H]53
ZINC000150346067,CCOC(=O)C1=C(C=O)/C2=C3/C[C@@H](CO)C(=O)[C@H](C3)c3cc4c(cc3CC[C@@H](CO)COc3c5c(c(CO)c(c32)O1)O[C@H]([C@@](C)(O)C1CCCC1)C5)=N[CH+]C=4
ZINC000095912355,C=C(C)[C@@H]1C[C@H]2[C@](C)(O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]2(C)C[C@@H]1O
ZINC000095918958,C=C1[C@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@@H]1OC(C)=O
ZINC000034302850,C=C1C(=O)[C@@]23[C@@H]([C@@H](O)C[C@@H]1[C@H]2O)[C@]1(C)[C@@H](O)CCC(C)(C)[C@H]1C[C@H]3O
ZINC000031476825,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@H]3C[C@](C)(C(=O)O)CC[C@]3(C(=O)O)CC[C@]21C
ZINC000033833699,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@]3(C)CC4=CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@H]4CC[C@@H]32)C1(C)C
ZINC000033833963,C=C1[C@@H](O)CC[C@@]2(C)C[C@H](O)C3=C(C)C[C@H](OC(=O)C(C)C)[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C
ZINC000033831112,C=C1CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@@H]1CC/C(C)=C/C(=O)O
ZINC000523041812,C=C1C(=O)O[C@@H]2[C@@H]3C(=C(C)C[C@@H](OC(=O)[C@@]4(C)O[C@H]4C)[C@@H]12)[C@@H](OC(=O)/C(C)=C\C)[C@H]1O[C@@]31C
ZINC000685935353,C[C@@H]([C@@H]1OC(C)(C)[C@@H](O)[C@H]1O)[C@@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C
ZINC000059587424,C[C@]1([C@@H](O)CO)CC[C@H]2C(=CC[C@H]3[C@](C)(C(=O)O)[C@@H](O)CC[C@]23C)C1
ZINC000086031558,CC(C)=CCC[C@H](C)[C@@H]1CC=C(C=O)[C@@H]2CC=C(C)[C@H]2[C@@H]1O
ZINC000085510695,CCCCCCCC[C@@H](CCC/C=C/C(=O)O)CCCCC
ZINC000085511827,CCCCCCC[C@@]1(O)[C@@H](CO)O[C@@H](Oc2cc(C(=O)O)cc3cc(C)c(C(C)=O)c(O)c23)[C@H](O)[C@H]1O
ZINC000085486894,CN[C@@H]1C=CCOc2cc3c(c(O)c21)C(=O)c1c(cc(OC)c(O)c1C(O)O)C3=O
ZINC000085488518,COc1c(OCNCCC(C)C)ccc2c1O[C@H]1c3c(-c4cccc(O)c4)cc4c(c3OC[C@@H]21)NC[C@@]1(O4)O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000085489885,CN[C@]1(O)[C@H]2C=C(O)[C@]3(C[C@](O)(C(=O)O)[C@@H](Cc4ccccc4)[C@@H](OC(=O)/C=C/c4ccc(O)c(O)c4)[C@@]31OC(=O)/C=C/c1ccc(O)c(O)c1)OC2
ZINC000085489951,CN[C@@H]1[C@H]2C=C[C@]3(C[C@](O)(C(=O)O)[C@H](Cc4ccccc4)[C@@H](OC(=O)/C=C/c4ccc(O)c(O)c4)[C@]13OC(=O)/C=C/c1ccc(O)c(O)c1)OC2
ZINC000095908916,C=C1[C@@H](OC(=O)C[C@@H](c2ccccc2)N(C)C)CC[C@]2(C)[C@@H]1[C@H](OC(C)=O)[C@]1(C(C)(C)O)C[C@H](OC(C)=O)C(C)=C1[C@@H](OC(C)=O)[C@@H]2OC(C)=O
ZINC000095912170,CCN1C[C@]2(C)CC[C@H](OC)[C@]34[C@H]1[C@](O)([C@@H](OC)[C@H]23)[C@@]1(O)C[C@@H](OC)[C@H]2C[C@]4(O)[C@@H]1[C@H]2O
ZINC000095913853,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(C)(C)C(=O)CC[C@]4(C)C3=C[C@H]2C1)C(=O)O
ZINC000095914356,COc1cc([C@@H](O)[C@@H]2CO[C@H](c3cc(OC)c(O)c(OC)c3)[C@@H]([C@@H]3CO[C@@H]([C@H](O)c4ccc(O)c(OC)c4)CO[C@@H]3c3cc(OC)c(O)c(OC)c3)CO2)ccc1O
ZINC000095910468,CC(=O)O[C@H]1C[C@H]2[C@@H](O)/C=C3\C[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](OC(C)=O)C[C@@H]3O
ZINC000095486307,COC(=O)[C@@]1(C)CC[C@H](O)[C@]2(C)[C@H]3Cc4occc4[C@H](C)[C@@H]3[C@@H](O)C[C@@H]12
ZINC000095099551,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(O)cc4[C@@H]2C3=O)O1
ZINC000150359195,COCCc1c(CO)c2ccc3c(c2oc1=O)[C@H]1OC(=O)C[C@@H]2C[C@H](c4cccc(Cc5ccccc5)c4)CC[C@H]2c2ccc(cc2)CCC(=C(C)C)C(=O)O[C@@H]1[C@](C)(C1CCCC1)O3
ZINC000014452681,C=C[C@@](C)(O)CCC[C@@H](C)CC(=O)C=C(C)C
ZINC000014503969,COc1cccc(CCc2cc(=O)c3cc(OC)ccc3o2)c1
ZINC000014768676,O=Cc1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12
ZINC000069482182,C=COc1ccc(C)cc1C(=C)/C=C/C
ZINC000103524684,CCOC[C@]1(O)C[C@@]23C(=C1C(=O)O)C[C@@H](CC[C@H]2C)[C@@]31CN(C(=N)NC)C=C[C@@H]1CNCCO
ZINC000103526191,O=C(/C=C(\O)c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@]1(O)OC(=O)/C=C/c1ccc(O)c(O)c1
ZINC000103563283,C[C@H](C=O)CCCCCC[C@H](CC[C@@H](Nc1[cH-]ccn1)/C(=C/C(=O)O)[C@@H]1CCNC(N)=N1)Cc1c[cH-]c(=O)nc1
ZINC000001704127,CC1=COC2=C(C)C(=O)C(=O)c3c(C)ccc1c32
ZINC000085567480,CCNCOc1cc(OC)c2c3c1[C@@H](O)Nc1cc4c(c(c1-3)CC2)[C@@H](O)[C@H](c1cc(OC)c(O)c(OCCCO)c1)CO4
ZINC000065748610,O=C(O)[C@@H]1O[C@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@H](O)[C@@H]1O
ZINC000095099452,COc1c(O)c(O)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc12
ZINC000070450831,COc1cc(/C=C/CO)ccc1O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000085626659,CNCOc1c2cc(cc1OC1CCCC1)CC[C@@H](O)CC(=O)CCc1ccc(O)c(OC)c1C#CC2
ZINC000014649943,C=C(C)[C@@H]1Cc2c(O)cc(CCc3ccccc3)c(O)c2O1
ZINC000085695485,C=C1C(=O)O[C@@H]2C[C@@H](C)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12)O3
ZINC000103581048,CC[C@@]1(CO)N[C@H]2C[C@@]3(C(=O)N(OC)c4ccccc43)[C@H]3C[C@H]1[C@H]2CO3
ZINC000150344786,CNCC1=CC2=C([C@H]3/C=C/c4c(OC)c5c6c7c(c8c(O)c6c4O[C@H]4O[C@H](CO3)[C@@H](O)[C@H](OC#CCc3cccc6c3CN(CC8=O)C6=O)[C@]4(O)CO)[C@H]3CCC[C@H]3C[C@H]7CC5)C=N[C+]2C=C1
ZINC000150346110,CCOC(=O)C1=C(C=O)/C(=C2\C[C@@H](CO)C(=O)[C@H](c3ccc4c(c3)=C[CH+]N=4)C2)c2c(c(CO)c3c(c2OCCCO)[C@H]2CCC[C@@](C)(O)[C@H]2O3)O1
ZINC000013431342,CC(C)=CCOc1ccc(CCNC(=O)/C=C/S(C)(=O)=O)cc1O
ZINC000015269870,C=CCCCCC/C=C\[C@@H](O)C#CC#C/C=C/CO
ZINC000005159004,CC(C)=CCc1cc(/C=C/C(=O)O)ccc1O
ZINC000150342536,C=C(/C=C/C=C(/CO)[C@H]1CC[C@@]2([C@H](CCCO)/C(=C(\C)C(=O)Cc3cccc4c3CC(=O)N[C@H]4N)CC[C@@]2(C)O)[C@@H]1O)CCC=C(C)C
ZINC000085910694,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)cc1
ZINC000085492166,CCCCC[C@@H]1C=C[C@@H](CCCCC[C@H](C(=O)O)[C@H](O)CC[C@]2(O)C[C@H](Cc3ccnc(N)c3)C[C@H]2Cc2[cH-]cc(-c3cc(O)cc(O)c3Cc3ccc(C(C)C)cc3)n2)[C@H](O)C1
ZINC000085624364,CCCCc1[cH-]cc(CCc2ccc(O)c(OCC[C+]3C=C([C@H](CNC[C@H](C)O)C4CCCC4)C=N3)c2)[o+]1
ZINC000085568047,COc1cc([C@H]2Oc3c(c4c(c5c3CC[C@H](CO)O5)-c3ccc(O)cc3[C@@H](Cc3ccc5c(c3)=C[CH+]N=5)C4)C[C@H]2OCNC2CCCCC2)ccc1O
ZINC000085592261,C=CCc1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC[C@@H](CCC)Cc2ccccc2)cc1
ZINC000085489131,CCCCCc1cc([C@@H]2Cc3cccc(c3)[C@]3(CCC[C@@H](O)C3)[C@H](C(=O)O)C/C=C/C[C@H]2CCCCCC[C@@H]2C=CCC2)ccc1O
ZINC000033833571,OCCCC#CC#C/C=C/c1ccco1
ZINC000095099099,O=C1OC[C@H]([C@@H](O)c2cccc(O)c2)[C@H]1Cc1cccc(O)c1
ZINC000033834031,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)[C@H](Oc1ccccc1)[C@@H](C)[C@@H](C)C2
ZINC000085569122,OC[C@H]1CCCC2(CCCC2)[C@]12C[C@@H](NCc1ccc(CCc3c(O)c(O)c4c(O)cccc4c3/C=C/c3ccc(O)c(O)c3)cc1)CCO2
ZINC000085644249,Cc1c(O)cc2c(c1O)C(=O)[C@@H](Cc1ccc(O)cc1O)CO2
ZINC000085567245,CCOC(=O)[C@H]1CCc2c(c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@]3(O)CCCO)c(OC)c3occ([C@@H]4CNC(=O)C4)c23)C1
ZINC000085584191,CCCCCCCCCCCCCC[C@@H](OC(C)=O)[C@@]1(O)C(=O)C=C[C@H]1O
ZINC000085630889,COc1cc2c(cc1O)[C@H](CC[C@H](O)C[C@H](c1ccnc(N)c1)c1ccc3ccccc3c1)C#C[C@H]([C@H](O)CCCC1([C@@H]3CN[C@@H]4CC(=O)CC[C@@H]4C3)CCCC1)C(=O)CC2
ZINC000044406197,O=C(O[C@H]1[C@H](c2c(O)cc3oc4cc(O)c(O)cc4c(=O)c3c2O)O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccc(O)cc1
ZINC000095914977,COc1cc(O)c2c(=O)cc(CO[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)oc2c1
ZINC000095099327,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@](C)(CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](OC(=O)/C=C\c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
