zinc_id,SMILES
ZINC000085629008,CCC[C@H](O)C[C@@H](O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=C(Cc4cccc([C@H](N)NCCc5ccccc5)c4)C3=C2)c1
ZINC000059588303,CC(=O)O/C=C1\C[C@@H](C)[C@](O)(CCc2ccoc2)[C@@]2(C)CCCC(C)(C)[C@H]12
ZINC000085567252,CCOC(=O)[C@@H]1Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c3occ4c3c2[C@@H](C1)C[C@H]1C(=O)NC[C@H]41
ZINC000085546518,C=C1[C@H]2[C@@H](CO)C[C@@H]([C@]1(C)C1CCCCC1)[C@@]2(O)OC
ZINC000013411966,CC(C)=CCc1c(O)cccc1C(=O)c1c(O)cc(O)c2c1OC(C)(C)C=C2
ZINC000150344760,CC1=C[C@@H]2C(=O)c3cccc4c3C(=O)[C@]2(CSS[C@@H]2CCc3c(ccnc3N2)CC[C@@]2(O)[C@@H](O)[C@H](O4)O[C@H](CO)[C@H]2O)C(O)=C1
ZINC000014688811,C=CCCCCCCCC[C@@H]1C[C@H](C[C@@H](O)CO)C(=O)O1
ZINC000523042213,C=C1C(=O)O[C@H]2C[C@]3(C)[C@@H](C[C@H]12)C(C)=CC[C@H]3O
ZINC000001631686,COc1ccc2c(=O)cc(-c3ccc(OC)c(OC)c3OC)oc2c1
ZINC000095913502,CC1=CC[C@@](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(C(C)C)C[C@@H]1O
ZINC000044351247,COc1cc(O)c2c(c1C(=O)/C=C/c1ccc(O)cc1)O[C@@H](c1ccc(O)cc1)C[C@H]2C[C@@H](O)CCc1ccc(O)cc1
ZINC000013379414,C=C(CC(=O)O)C(=O)C/C=C(C)/C=C/[C@H](Cl)[C@](C)(Cl)/C=C/Br
ZINC000015222315,C/C(C(=O)c1ccc(O)cc1)=C(\C)C(=O)c1ccc(O)cc1
ZINC000523041378,C=C1C(=O)O[C@@H]2[C@H]3[C@@](C)(O)[C@@H](OC(C)=O)C[C@@H](O)[C@]3(C)C[C@@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@@H]12
ZINC000095099049,CCCCCC[C@@H](O)CCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CC[C@@H]([C@@H](O)CCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1
ZINC000038321674,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(Cl)c(C)c1Cl
ZINC000685935987,C=C1CCC[C@@H](COC(C)=O)CC[C@H](C(C)(C)O)C[C@H]1O
ZINC000095913718,C=C(C)[C@H](O)CC[C@@]1(C)CC=C(COC)C(=O)[C@@H](CC(C)=O)[C@@H]1/C=C/OC(=O)C=C(C)C
ZINC000523041700,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)=C(C)[C@@H]12
ZINC000085624770,CC[C@@H](CCO)/C(=C/C(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CC[C@H](N=C(N)N)C[C@]1(CO)C=C3[C@@H](c4cccc(O)c4)C[C@H](C)C[C@@H]3[C@@H]2[C@H]1COC)CO
ZINC000085627457,CCCCC[C@H](O)C[C@@H](CCc1cc(CN2C(=O)C[C@H](CCN=C(N)N)[C@H]2CCC(C)C)c(O)c(OC2CCCC2)c1)OC(C)=O
ZINC000085530485,CC(C)[C@@H]1C=CC[C@@]2(C1)O[C@H]1CC(=O)OC[C@@]13[C@@H]2C(=O)[C@@H](O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321
ZINC000085596300,COc1c(O)c(O)c(CO)c([C@@H]2C[C@H](O)[C@H]3CC[C@@H](c4ccc(O)c([C@H]5C[C@H](C)CC[C@@H]5[C@H](O)CCCO)c4)C[C@@H]3O2)c1Cc1cnc[cH-]1
ZINC000059587419,CCCCC[C@@H]1C[C@@H](CCc2ccc(O)c(OC)c2)O[C@@](C)(OC)O1
ZINC000085491344,CNCC[C@@H](C/C=C/c1ccccc1)CCNC[C@]1(O)[C@H](Oc2ccc3c(=O)c(-c4ccc(O)cc4)coc3c2)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O
ZINC000085592491,COc1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c(C(=O)CN3Cc4ccccc4C3=O)c(C)cc2c1
ZINC000085626074,COc1cc([C@H]2CC(=O)C[C@@]3(O)CC[C@]45CCCC[C@@]4(c4ccc(O)c(O)c4)[C@H]3[C@H](C#C[C@@H]2Cc2ccccc2)CN5)ccc1O
ZINC000015120574,COC(=O)C[C@@]1(C/C=C(\C)CCC=C(C)C)C[C@H](O)[C@H](OC)CC1=O
ZINC000238742589,C=C1C(=O)O[C@@H]2/C=C(/CO)[C@@H](O)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12
ZINC000525915292,O=C(O)[C@@H]1O[C@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000085547708,O=Cc1ccc([C@@H](C2CCCC2)[C@H]2[C@@H]3C=C[C@@H]4N2[C@]4(O)[C@H]3[C@H]2CC[C@@H]3C[C@H](O)C4(CCCC4)[C@@H]3N2)cc1
ZINC000685935982,CC(=O)O[C@H](C[C@H](O)/C(C)=C/COc1ccc(CCNC(=O)c2ccccc2)cc1)C(C)(C)O
ZINC000036471135,O[C@H]1CC[C@H]2O[C@@H](c3ccc(-c4ccccc4)cc3)O[C@@H]12
ZINC000070450893,CCCCCCCCCCCCCC[C@@H](O)CCCCCC[C@@H](O)CCCCCCC
ZINC000103550667,CCCCC/C=C/C=C/C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(C)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
ZINC000085595286,C/C=C(/CCNC)C(=O)O[C@@H]1Cc2c(c(-c3cccc(O)c3)c3oc(CO)cc(=O)c3c2O)OC1(C)C
ZINC000085632071,CC[C@H]1C#CC[C@H]([C@H](O)CCc2ccc(O)c(OCCCc3ccnc(N)c3)c2)[C@@H](O)CCCC1
ZINC000085592725,CC(C)=C(CO)C[C@@]12O[C@]1(C(=O)OCCO)C(=O)c1ccccc1C2=O
ZINC000013378509,C[C@@H]1C2=C(CC[C@@]34COC(=O)[C@@H]3C=CC[C@@H]14)C(=O)O[C@H]2c1ccoc1
ZINC000523042397,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@H](C)[C@@H](OC(=O)[C@H](C)CC)CC[C@@]45C[C@@]35CC[C@@]21C)C(C)C
ZINC000095919084,CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)/C=C(\CO)[C@@H](O)C/C=C(/C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C
ZINC000095914826,COc1cc(O)c2c(=O)c(O[C@@H]3O[C@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)c(-c3ccc(O)c(O)c3)oc2c1
ZINC000085995145,C=CCC1=C[C@@](OC)([C@H](C)Cc2ccc(O)c(OC)c2)C(OC)=CC1=O
ZINC000095910616,CC(C)C1=C[C@H]2[C@H]3[C@@H](C(C(C)C)=CC(=O)[C@]3(C)O)[C@@H]1C(=O)[C@]2(C)O
ZINC000523041952,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@@](C)(O)[C@@H](C)OC(=O)/C1=C/CC/C(C)=C/[C@H]3OC(=O)C(=C)[C@@H]3[C@H](OC(=O)/C(C)=C\C)C1)[C@@H](OC(C)=O)/C(C(=O)OC)=C\CC[C@@]1(C)O[C@H]21
ZINC000033832222,COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1[C@H](O)[C@@H]1O[C@@]12C
ZINC000085544919,C=C1CC[C@@H]2[C@H]([C@@H]3C[C@@H](C4CCCCC4)C[C@H]13)[C@@]2([C@H]1CCC[C@H]([C@H](O)CCCO)C1)[C@@H](N)C=O
ZINC000095909279,CCCCCCCCCCC(=O)[C@]1(O)[C@H](O)C=C[C@H]1OC(C)=O
ZINC000095099462,C[C@@H]1O[C@H](OC2=Cc3oc(-c4ccc(O)cc4)c(O)c(=O)c3[C@H](O)C2)[C@H](O)[C@H](O)[C@H]1C
ZINC000523041595,C=C1C(=O)O[C@@H]2/C=C(\COC(=O)C(C)C)CC/C=C(\C)CC[C@@H]12
ZINC000095913368,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
ZINC000095909954,C[C@H]1c2ccoc2C[C@H]2[C@H]1[C@@H](O)C[C@@]1(O)C(C)(C)CCC[C@]21C
ZINC000523041570,C=C1C[C@H](OC(=O)[C@](C)(O)CO)[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2[C@H]1C[C@@H](O)[C@]2(O)CCl
ZINC000069482080,CC1(C)C[C@H](O)[C@H]2C(=O)c3ccccc3C(=O)[C@@H]2O1
ZINC000013340428,CC(C)=CCC/C(C)=C/C(=O)c1cc(O)ccc1O
ZINC000085630623,CNC[C@H](CCCCCC(=O)CC(=O)/C=C/c1cc(OC)c(O)cc1Cc1ccc(N)nc1)C1CCNCC1
ZINC000238735731,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](COC(C)=O)[C@]1(O)CC[C@H](OC(C)=O)[C@@]21C
ZINC000095909526,COc1c(O)cc(O)c2c1C[C@@H](c1ccccc1)[C@H](O)C2=O
ZINC000085595776,CCCNCC1=C2C=C[C@H]3CC[C@H]([C@@H]2C3)[C@H](CC(=O)C[C@@H](CCc2ccc(O)c(OC)c2)OC(C)=O)c2cc(OC)c(O)cc21
ZINC000085507416,COc1cc(/C=C/C(=O)OC[C@@H]2O[C@H](Oc3cc4c(cc3O)C[C@@H](C(=O)O)/[N+]4=C\C=C3/C=C(C(=O)O)N[C@@H](C(=O)O)C3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O
ZINC000137593424,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OC(=O)[C@H](C)CC)[C@H](OC(=O)[C@@H](C)CC)[C@@H]1O
ZINC000095909912,COc1cc(C(=O)O[C@@H]2C[C@](O)(C(=O)O)C[C@@H](O)[C@H]2OC(=O)c2ccc(O)c(OC)c2)ccc1O
ZINC000095914346,O=C(O)[C@H]1CC[C@H]2[C@@H](C1)O[C@@]1(C[C@H](O)[C@H](CO[C@H]3C[C@@H](O)[C@H](O)[C@@H](CO)O3)CO1)[C@]2(O)CO
ZINC000014555276,C=C(C)[C@H](CC=C(C)C)C[C@@]1(CC=C(C)C)C(=O)C([C@H](CCC)CC(=O)OC)=C(O)C2=C1O[C@H](C)[C@@H](C)C2=O
ZINC000103524755,CNC(=N)N1C=CC[C@@]2(C1)[C@@H]1CC[C@H]3CCCC[C@H](OC)[C@]4(O)C[C@@]32C(=C4C(=O)O)C1
ZINC000014594730,Cc1cc2c(c(C)c1CCO)C(=O)[C@H]([C@@H]1OCCc3c1cc1c(c3C)C(=O)CC1)C2
ZINC000015262414,COc1cc(/C=C/c2cc(O)cc(O)c2Cc2ccc(O)c(O)c2)ccc1O
ZINC000085509970,C[C@H](C=O)CC[C@H](N)CCC[C@H]1c2cc3cc(CC=O)ccc3cc2CC[C@@H]1C[C@@H](Nc1[cH-]ccn1)/C(=C/C(=O)O)CN=C(N)N
ZINC000013338137,C=C1C(=O)O[C@@H]2/C=C(/CO)CC/C=C(/C=O)C[C@@H](OC(=O)CC(C)C)[C@@H]12
ZINC000085624723,CCCCC[C@H](CC(=O)CCc1cc(O)c(O)c(OC)c1)OC(C)=O
ZINC000085592632,CCN[C@@H]1CC[C@@H](CC)C[C@H]1COC(=O)[C@]12O[C@@]1(C/C=C(\C)C[C@@H](NC(=N)NC)c1ccnc(N)c1)C(=O)c1ccccc1C2=O
ZINC000034300432,C[C@@H]1C=C[C@@]2(O)[C@@]13C[C@@H](OC(=O)[C@@H]3O)[C@@]1(O)C(=O)OC[C@]12C
ZINC000085505409,O=C(O)[C@H]1Cc2cc(O)c3c(c2N1C(=O)/C=C/c1ccc(O)cc1)CC[C@@]1(O3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095913823,COC/C(=C\C(C)(C)O)C/C(C)=C/COc1c(OC)cc(/C=C/CO)cc1OC
ZINC000085507500,CNCN[C@@H](CCC(=O)N[C@@H](CS[C@]12C=C[C@@]3(CCCCCC14CCCC4)CC(Cc1ccncc1)=C(CCCO)[C@H]1C(=O)OC2=C13)C(=O)N[C@@H](O)C(=O)O)C(=O)O
ZINC000685935856,COC(=O)[C@@]1(C)C[C@@H]2[C@](C)(CC(C)=C3C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@]32C)C(=O)[C@@H]1O
ZINC000013481641,COc1c(OC/C=C(\C)C/C=C/C(C)(C)O)ccc2ccc(=O)oc12
ZINC000156772947,C=C1C(=O)O[C@@H]2[C@@H]3O[C@]3(C)CC/C=C(\C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12
ZINC000255260760,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
ZINC000085509019,C[C@H](O)[C@@H]1OC(=O)[C@H](O)C2=C1[C@H](O)[C@H]1OC(=O)[C@]3(C)[C@@H]1[C@]2(C)[C@H]1O[C@H]1[C@@H]3O
ZINC000085624338,CCCCc1[o+]c(CCc2ccc(O)c(OCC[C+]3C=C([C@H](C)[C@H](CCCO)NC[C@H](C)O)C=N3)c2)c[c-]1CO
ZINC000085507969,CCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCC
ZINC000085542077,CC(=O)O[C@@H]1C[C@]2(C)C=C[C@@H](CC[C@H](C)CCCc3ccccc3)[C@@]3([C@@H](O)CC[C@@](C)(C4CCCCC4)[C@H]13)[C@@]2(O)CCC1=CC(=O)OC1
ZINC000085505284,O=C(O)[C@H]1[C@H](CCc2ccccc2)c2cc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2N1C(=O)/C=C/c1ccc(O)c(CC2=N[CH+]N=C2)c1
ZINC000085629045,CCCCC[C@@H](O)[C@@H](CCCCC)C(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=C(Cc4cc(C(N)N)ccc4CO)C3=C2)c1
ZINC000014828797,CC(=O)C[C@H]1C(=O)C(CO)=CC[C@](C)(CCC=C(C)C)[C@H]1/C=C/OC(=O)C=C(C)C
ZINC000085597374,CN[C@H](O[C@@H]1CCCCSSCc2c(ccc3ccc(O)cc23)-c2c(ccc(O)c2OC)CCC(=O)C1)c1ccc(O)c(CO)c1
ZINC000150349237,CCCCC/C=C/C(=O)CCc1ccc(O)c(OCCc2ccc(O)c([C@H](CC(=O)[c-]3ccnc3)c3ccc4c(c3)C=CN[C@H]4N)c2)c1
ZINC000150358801,COC[C@@H](CCO)c1c(CO)c2ccc3c(c2oc1=O)[C@H]1OC(=O)C[C@@H]2C[C@H](c4cccc(Cc5ccccc5)c4)CC[C@H]2c2ccc(cc2)CC/C(=C(\C)CO)C(=O)O[C@@H]1[C@](C)([C@H]1CCC2(CCCC2)C1)O3
ZINC000085479104,CCCCCC/C=C\C/C=C\CCCCCCCC(=O)O
ZINC000085626867,COc1cc2cc(c1O)Cc1cccc(c1)C[c-]1ccnc1NCC1=Cc3nc[cH-]c3[C@H](C[C@H](O)CCc3cccc(O)c3)[C@@H]1C(=O)[C@@H](CCO)C(=O)CC2
ZINC000095911385,O=C1C[C@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]3O)cc(O)c21
ZINC000095914792,CN1C[C@@H]2c3cc4c(cc3C[C@H]1c1cc3c(cc12)OCO3)OCO4
ZINC000238754921,C=C1C2=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C\C)[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]1O)O2
ZINC000103572993,CCNC[C@@](O)(CCCCCCC[C@@H]1CCN2[C@@H](C)[C@H](O)C[C@H]([N+]3=CC=N[CH+]3)[C@H]2C1)CC(=O)O
ZINC000085596130,CCCCCc1ccccc1CCCCCCC[C@H]1CC(=O)CCc2ccc(OC)c(c2)OCc2ccc3c(c(O)ccc3c2)CC#CO1
ZINC000103524668,CNC[C@H]1C=CN(C(=N)NC)C[C@@]12[C@@H]1CC[C@@H](C)[C@]23C[C@](O)(COC2CCCC2)C(C(=O)O)=C3C1
ZINC000150344155,CCc1ccccc1/C=C/C[C@H](C)[C@H](CNC[C@]1(O)[C@H](Oc2ccc3c(=O)[c-](-c4ccc(O)cc4)c(C(N)=O)[o+]c3c2)O[C@H](C(=O)O)[C@@H](O)[C@@]1(O)C=O)CC1=C[CH+]N=C1
ZINC000166222057,C=C[C@]1(C)CC[C@H]2C(=CC[C@H]3C(C)(C)[C@@H](O)CC[C@]23C)C1
ZINC000059732790,O=C(O[C@H]1[C@H](c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)O[C@H](CO)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1
ZINC000238769815,C=C/C(C)=C/C[C@@]1(C)[C@@H](C)C[C@@H](OC(=O)c2ccccc2)[C@]23C(=C[C@H](O)C[C@H]12)[C@H](OC(C)=O)O[C@H]3OC(C)=O
ZINC000238732272,C[C@@]12C[C@@]34CC[C@@H]5[C@](C)(C(=O)O)CCC[C@@]5(C)C3=C[C@@H]1[C@@H]2C4
ZINC000238756968,C[C@@H]1O[C@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
ZINC000013460313,COc1cc2occc2c2c1[C@H](O)C[C@@](OC)(c1ccccc1)O2
ZINC000038541768,C=C[C@@H](O)C#CC#C[C@H](O)/C=C\CCCCCCCCOC(C)=O
ZINC000037246275,OC[C@@H]1O[C@@](CO)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O
ZINC000015167946,C=C1CC[C@@H]2[C@@](C)(C(=O)OC)CCC[C@@]2(C)[C@H]1CCc1ccoc1
ZINC000014453303,C=C1C(=O)O[C@H]2/C=C(/C)[C@@H](O)CCC3=C[C@@H](OC3=O)[C@H]12
ZINC000095910085,CC1=C(Cl)C(=O)[C@@]2(C)C1=CC(=O)[C@@]13CO[C@]4(C)[C@@H](OC(=O)[C@@H]41)[C@H](O)[C@H]23
ZINC000095919006,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)c12
ZINC000095099220,C[C@H](C(=O)O)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
ZINC000085626833,O=C1CCc2cc(c(O)c(OC3CCCC3)c2)Cc2ccc(CCCO)c(c2)C[c-]2ccnc2NCC2=Cc3nc[cH-]c3[C@@H](C[C@H](O)CCc3cccc(O)c3)[C@@H]2C(=O)C1
ZINC000085628138,CC(=O)O[C@H](CCc1cc(OC2CCNCC2)c(O)cc1CO)C[C@@H](O)CC[C@@H]1CCN2C[C@@H]3C[C@H](C2)CN(CNC(=N)NC1)C3
ZINC000085631578,CCCC1([C@H]2CCC[C@H]3C#C[C@@H](c4ccccc4)c4cc(O)c(OC)cc4CCC(=O)CC(=O)[C@@H]3C2)CCCC1
ZINC000085624535,CC[C@H]1CC[C@@H](OC(C)=O)CC(=O)C[C@H](c2ccc(O)c(OC)c2)C#CCNc2cc(ccn2)C2(CCCCC2)CC2=C(C=N[CH+]2)C1
ZINC000085489319,O=C(O)[C@@H](C/C=C/CCCCCCCC[C@@H]1C=CCC1)CCCO
ZINC000085508004,CCc1cc(O)cc(Cc2cc3c(cc2OO[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(=O)O)O[C@H]2OCCN)[C@H]2Oc4c(cc5c(c4CC(C)C)O[C@H](CO)O5)[C@H]2CO3)c1
ZINC000085508095,NCCO[C@@H]1O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@H]1OOc1cc2c(cc1Cc1cccc(O)c1)OC[C@@H]1c3cc4c(cc3O[C@H]21)O[C@H](CO)O4
ZINC000085532060,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(O)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3)oc2c1
ZINC000085541494,C[C@@H]1[C@H]2C3=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)C[C@H](O)[C@@]2(C)CC[C@H]1C
ZINC000085568965,CNCc1c(C)cc2c(c1O)C(=O)c1c(O[C@@H]3O[C@H](CO)[C@](O)(CCc4ccnc(N)c4)[C@H](O)[C@H]3O)cc(OC)cc1C2=O
ZINC000085571215,CCC/C=C1\OC(=O)C2=C(CC3=C[CH+]N=C3)[C@H]3CC[C@]21[C@H]1C2=C(CC[C@@H]31)/C(=C/C1(CC)CCCC1)OC2=O
ZINC000085546483,C=C1[C@H]2[C@@H](CO)C[C@@H](C1(C)C)[C@]2(O)OC
ZINC000085507101,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)c(Cc4ccccc4)c(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000070454461,CC(C)C1=C2[C@H]3CC=C4[C@@H](O)[C@@]5(O)CCO[C@H]6O[C@@H]([C@@H]4[C@@]6(O)[C@H]5O)[C@]3(C)CC[C@@]2(C)CC1
ZINC000059586321,C=C1CC[C@@H]2[C@H]([C@@H]3C[C@@H](C)C[C@H]13)C2(C)C
ZINC000059064242,CC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@@H]2[C@H](OC(C)=O)[C@]3(C(C)(C)O)C[C@H](O)C(C)=C3[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]12C
ZINC000238749907,C=C1C(=O)O[C@@H]2/C=C(/C)[C@@]3(O)C[C@@H](OC)[C@@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3
ZINC000095910372,C[C@]12CC[C@@]34COC(=O)C3=CCC[C@@H]4[C@@]1(C)C[C@H](c1ccoc1)O2
ZINC000095912485,O=C(/C=C\c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000095914811,CO[C@H]1O[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(=C1OC(C)=O)C[C@H](O)[C@@]2(C)O
ZINC000095918644,CC1(C)OC[C@@]2(CO[C@@H](OC[C@H]3O[C@@H](OC[C@H]4[C@H]5CC[C@H](C5)C4(C)C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)O1
ZINC000095918846,C[C@@H]1CC[C@H]([C@@H](CO[C@H]2O[C@@H](COC(=O)/C=C/c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)C(=O)O)[C@H]1C(=O)O
ZINC000095919057,CC1=C2[C@@H](CC3=CCC[C@H](C)[C@@]3(C)[C@H]2O)OC1=O
ZINC000095919415,C=C(CCO)C(=O)OC[C@H]1O[C@H](OC/C=C/c2cc(OC)c3c(c2)[C@@H](COC(C)=O)[C@H](c2cc(OC)c(OC)c(OC)c2)O3)[C@H](O)[C@H](O)[C@H]1O
ZINC000095919491,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@]2(O)[C@@H](C[C@]34OC(=O)[C@]5(O)CC[C@@]3(C)[C@@H]5CC[C@@H]24)[C@@H]2CN3C[C@@H](C)CC[C@@H]3[C@@](C)(O)[C@H]21
ZINC000095486105,C#CC1=CC=C(C#CC#CC=C)SS1
ZINC000095486236,CC1(C)Oc2cc3oc(-c4ccc(O)cc4)c(O)c(=O)c3c(O)c2C[C@@H]1O
ZINC000013333914,CC1=CC(=O)[C@H](O)C(C)(C)[C@H]1CC[C@@H](C)O
ZINC000013303106,CC(C)[C@]1(O)C=C2C(=O)C[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1
ZINC000103537358,C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(/CC=O)[C@H](O)[C@@H](OC(=O)/C(C)=C\C)[C@@H]12
ZINC000103579812,CCC/C=C1/OC(=O)C2=C[C@H]3CC[C@]21[C@H]1C2=C(CC[C@@H]31)[C@@H](CCCC)OC2=O
ZINC000085531524,COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C[C@H]4[C@@H](C)[C@H]5OCO[C@H]5[C@H]([C@@]2(C)C1=O)[C@]43C
ZINC000085531574,C/C(=C\C(=O)O[C@H]1[C@@H](O)[C@H](C)O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1OC(=O)/C=C/c1ccc(O)cc1)c1ccc(O)cc1
ZINC000085532324,COC1=C(CO)C(=O)O/C1=C1/OC2=C[C@@H]3C=C[C@]4(CCC[C@@H]([C@@H](O)[C@H]5C=CC[C@@H](C6CCCC6)C5)N4C3)[C@H]2[C@@H]1C
ZINC000085532462,CC[C@H](O)[C@@H]1CCC[C@@]23C=C[C@@H](C=C4O/C(=C5\OC(=O)C(CO)=C5OC)[C@@H](CO)[C@@H]42)CN13
ZINC000085549801,C=C(C1CCCCC1)[C@H]1CC[C@](O)(C2CCCCC2)[C@H]2CC[C@@](O)(CCNC(=N)NC)[C@H]2C1
ZINC000085567902,COc1cc([C@@H]2Oc3cc(OC)c4c(c3C[C@H]2O)CCc2cc(O)ccc2-4)cc(OCCC(C)C)c1O
ZINC000085490579,CCCCC[C@H](O)/C=C/C1=C(\C[C@H](O)CO)[C@H](CCCCCCC(=O)O)N[C@@H]([C@](C)(O)c2cccc(O)c2)CC#Cc2ccccc2CC1
ZINC000085505978,CCCCC[C@@H](O)/C=C\CCCC[C@H](CCN)CCC(=O)O
ZINC000085508892,C=C1[C@@H]2CC[C@@H]3[C@](C2)(C(=O)OC[C@]32C(=O)C=CC(C)(C)[C@H]2C=O)[C@@H]1O
ZINC000015121220,C[N+](C)([O-])CCc1c[nH]c2ccccc12
ZINC000085644253,COc1cc(O)cc2ccc3cc(O)cc(O)c3c12
ZINC000085592399,CC1=C[C@@H]2C(=O)c3cccc4c3C(=O)[C@]2(CSSCNc2cc(ccn2)C2(CCCC2)[C@H]2C=C[C@]3(CO)O[C@@H](O4)[C@H](O)[C@@]2(O)[C@@H]3O)C(O)=C1
ZINC000085831111,CCCCCCCCCCCCCCCCCCCCC[C@@H]1CCC(=O)O1
ZINC000036462912,CC(C)(O)c1ccc(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
ZINC000036433919,C[C@@](O)(CO)c1ccc(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
